iter	Logloss
0	0.6425219721
1	0.5994753431
2	0.5590633631
3	0.5264399703
4	0.4931800573
5	0.4649151025
6	0.4415220524
7	0.4155909169
8	0.3983247331
9	0.3808170625
10	0.3656790062
11	0.351046497
12	0.3379364476
13	0.3236495451
14	0.3127089194
15	0.3035082226
16	0.2958774718
17	0.286438211
18	0.2790692082
19	0.2726343622
20	0.2652563617
21	0.2571517226
22	0.2515437562
23	0.245809981
24	0.2408578019
25	0.2366498399
26	0.2311443659
27	0.2280175996
28	0.223291508
29	0.2192745414
30	0.2161697831
31	0.2122410108
32	0.2086268115
33	0.205036728
34	0.202607705
35	0.199936322
36	0.1976945311
37	0.1954454187
38	0.192930443
39	0.1913869032
40	0.1893036815
41	0.1877353762
42	0.1858832363
43	0.1838999117
44	0.1821719839
45	0.1803201253
46	0.178657973
47	0.176936853
48	0.1757042817
49	0.1742159181
50	0.1726050834
51	0.1710137417
52	0.1692394933
53	0.1682631614
54	0.1666025155
55	0.1652325026
56	0.1644348438
57	0.1633848183
58	0.1624190742
59	0.1616594589
60	0.1605844193
61	0.1596768311
62	0.1589496024
63	0.1579189898
64	0.1568771069
65	0.1560914329
66	0.1554821966
67	0.1546517826
68	0.1540468505
69	0.153454157
70	0.1525131915
71	0.1518101412
72	0.1512654124
73	0.1505738401
74	0.1498939088
75	0.1487203906
76	0.1481288065
77	0.1474085394
78	0.1469113471
79	0.146351712
80	0.1455109496
81	0.1446865429
82	0.1442301496
83	0.1432490108
84	0.1426698931
85	0.1421485002
86	0.1415891122
87	0.1408226167
88	0.1404153507
89	0.1400158647
90	0.1395063894
91	0.1391686618
92	0.1384519923
93	0.137700986
94	0.1371333904
95	0.1367894418
96	0.1364430719
97	0.1358177719
98	0.1354103369
99	0.1349398578
100	0.1346732853
101	0.1343271343
102	0.1339662418
103	0.133461414
104	0.1329270692
105	0.1324958191
106	0.1320878757
107	0.1315483863
108	0.1312996542
109	0.1310416589
110	0.1306714775
111	0.1302265982
112	0.1298965071
113	0.1296958026
114	0.1293149212
115	0.1290383314
116	0.1287216472
117	0.1285150819
118	0.1283111556
119	0.1279901041
120	0.1278110139
121	0.1276135184
122	0.1272346207
123	0.1270860735
124	0.1268144073
125	0.1265585501
126	0.1262459826
127	0.1260794667
128	0.1256108106
129	0.1253973141
130	0.125113958
131	0.1249682156
132	0.1247767522
133	0.1246368426
134	0.1244120708
135	0.1241057551
136	0.1237942125
137	0.1236258337
138	0.123275129
139	0.1230616029
140	0.1228662026
141	0.1226537184
142	0.1223407407
143	0.1221446933
144	0.121935326
145	0.1216820976
146	0.1214180413
147	0.1212160941
148	0.1210469987
149	0.1208434111
150	0.12069833
151	0.1204771783
152	0.1201742531
153	0.1199022829
154	0.1197501534
155	0.1194635244
156	0.1192049421
157	0.1189996466
158	0.1187887939
159	0.1186124157
160	0.1183735246
161	0.118217242
162	0.1180427188
163	0.1178673226
164	0.1177284369
165	0.1175269172
166	0.1172509084
167	0.1170823815
168	0.1169418437
169	0.1168208466
170	0.1167282787
171	0.116562239
172	0.1164296578
173	0.1162976611
174	0.1162011327
175	0.1160166173
176	0.1158666916
177	0.1156197448
178	0.1154595578
179	0.1153435089
180	0.1152063337
181	0.1149970371
182	0.1148946972
183	0.1147432077
184	0.1145350563
185	0.1144009618
186	0.1142993018
187	0.1140775166
188	0.1139311585
189	0.113773942
190	0.113677006
191	0.1136087291
192	0.1135012631
193	0.113356565
194	0.1132132542
195	0.1131182273
196	0.1129907003
197	0.1127842454
198	0.1126974318
199	0.1125818108
200	0.1124671667
201	0.1123691707
202	0.1122900102
203	0.1121995933
204	0.112124484
205	0.1119672739
206	0.1118594413
207	0.1116835103
208	0.1115845447
209	0.1114719609
210	0.1112721651
211	0.1111819892
212	0.1110926155
213	0.110894079
214	0.1107912397
215	0.1106653707
216	0.1105395459
217	0.1104297165
218	0.1103413567
219	0.110266939
220	0.1101016148
221	0.1098766522
222	0.1097647765
223	0.1096551335
224	0.109519065
225	0.1094060018
226	0.1093075753
227	0.1092110329
228	0.1088796996
229	0.1087968187
230	0.1087151566
231	0.1086402973
232	0.1085386678
233	0.1084609083
234	0.108390233
235	0.1082901374
236	0.1081975917
237	0.1081038262
238	0.1080132294
239	0.1078502077
240	0.1077534171
241	0.1076578124
242	0.1075180654
243	0.107424818
244	0.1073436746
245	0.10722421
246	0.10715251
247	0.1070126151
248	0.1069622448
