iter	Passed	Remaining
0	21	86796
1	45	90774
2	75	100392
3	92	92739
4	107	85681
5	123	82110
6	139	79834
7	156	78072
8	170	75537
9	185	74007
10	202	73432
11	217	72430
12	234	71855
13	251	71512
14	265	70478
15	280	69791
16	295	69230
17	311	68873
18	326	68469
19	342	68086
20	356	67602
21	373	67485
22	389	67264
23	405	67173
24	421	66974
25	436	66712
26	449	66182
27	464	65925
28	480	65768
29	497	65806
30	513	65739
31	528	65509
32	543	65286
33	558	65097
34	573	64937
35	588	64822
36	603	64616
37	617	64347
38	633	64293
39	685	67885
40	703	67930
41	718	67709
42	731	67340
43	746	67161
44	761	66926
45	777	66796
46	789	66412
47	804	66227
48	819	66069
49	835	65967
50	850	65890
51	865	65717
52	880	65539
53	896	65491
54	911	65354
55	925	65207
56	941	65134
57	956	64985
58	969	64780
59	985	64706
60	999	64572
61	1015	64498
62	1030	64410
63	1046	64355
64	1062	64305
65	1075	64122
66	1141	67029
67	1170	67660
68	1188	67703
69	1204	67631
70	1220	67519
71	1237	67500
72	1255	67520
73	1271	67483
74	1286	67350
75	1301	67193
76	1316	67060
77	1331	66937
78	1345	66762
79	1359	66637
80	1374	66501
81	1392	66516
82	1412	66641
83	1428	66602
84	1442	66441
85	1458	66397
86	1473	66271
87	1488	66167
88	1506	66183
89	1520	66064
90	1536	65997
91	1551	65913
92	1566	65820
93	1581	65709
94	1595	65581
95	1612	65557
96	1628	65508
97	1645	65500
98	1660	65441
99	1708	66616
100	1737	67061
101	1752	66957
102	1767	66873
103	1781	66720
104	1795	66609
105	1811	66531
106	1825	66415
107	1840	66331
108	1859	66367
109	1875	66326
110	1889	66211
111	1903	66076
112	1918	66002
113	1934	65946
114	1948	65828
115	1962	65704
116	1977	65621
117	1991	65527
118	2007	65475
119	2023	65421
120	2039	65386
121	2054	65314
122	2069	65223
123	2085	65196
124	2101	65161
125	2119	65152
126	2137	65176
127	2152	65121
128	2168	65069
129	2183	65008
130	2199	64963
131	2216	64936
132	2230	64864
133	2247	64856
134	2264	64821
135	2278	64749
136	2293	64666
137	2309	64619
138	2326	64610
139	2340	64536
140	2359	64563
141	2375	64534
142	2389	64443
143	2405	64422
144	2421	64390
145	2435	64292
146	2450	64237
147	2466	64205
148	2481	64138
149	2497	64090
150	2512	64053
151	2527	63991
152	2543	63953
153	2558	63900
154	2572	63825
155	2587	63768
156	2602	63707
157	2616	63620
158	2632	63592
159	2647	63545
160	2662	63485
161	2677	63437
162	2692	63374
163	2708	63345
164	2783	64706
165	2799	64661
166	2814	64592
167	2829	64547
168	2843	64463
169	2859	64425
170	2873	64353
171	2890	64324
172	2905	64284
173	2920	64224
174	2936	64189
175	2951	64124
176	2966	64062
177	2981	64016
178	2997	63979
179	3014	63971
180	3029	63919
181	3043	63840
182	3058	63802
183	3074	63765
184	3088	63690
185	3103	63647
186	3119	63612
187	3133	63539
188	3150	63519
189	3165	63476
190	3182	63459
191	3198	63434
192	3213	63389
193	3228	63332
194	3243	63287
195	3258	63244
196	3274	63208
197	3288	63143
