iter	Passed	Remaining
998	16804	50480
999	16820	50460
1000	16836	50442
1001	16883	50516
1002	16910	50527
1003	16929	50517
1004	16946	50503
1005	16963	50484
1006	16979	50466
1007	16997	50453
1008	17013	50432
1009	17029	50414
1010	17045	50395
1011	17062	50377
1012	17078	50359
1013	17096	50345
1014	17114	50332
1015	17131	50314
1016	17147	50296
1017	17162	50274
1018	17178	50255
1019	17195	50238
1020	17211	50219
1021	17228	50202
1022	17245	50184
1023	17260	50164
1024	17277	50146
1025	17295	50133
1026	17310	50112
1027	17327	50095
1028	17344	50077
1029	17361	50061
1030	17377	50043
1031	17393	50021
1032	17408	50000
1033	17424	49981
1034	17440	49961
1035	17457	49944
1036	17472	49923
1037	17489	49908
1038	17505	49889
1039	17522	49870
1040	17538	49852
1041	17554	49834
1042	17569	49811
1043	17585	49792
1044	17602	49774
1045	17618	49754
1046	17634	49737
1047	17652	49724
1048	17670	49709
1049	17686	49691
1050	17703	49675
1051	17721	49660
1052	17738	49644
1053	17754	49626
1054	17770	49605
1055	17787	49588
1056	17805	49574
1057	17822	49558
1058	17838	49539
1059	17853	49517
1060	17870	49501
1061	17940	49633
1062	17957	49614
1063	17974	49599
1064	17990	49580
1065	18007	49562
1066	18023	49542
1067	18039	49523
1068	18056	49506
1069	18073	49491
1070	18089	49470
1071	18105	49452
1072	18121	49432
1073	18136	49410
1074	18153	49393
1075	18169	49375
1076	18185	49354
1077	18201	49336
1078	18218	49318
1079	18234	49299
1080	18249	49278
1081	18265	49258
1082	18282	49242
1083	18299	49227
1084	18313	49201
1085	18329	49183
1086	18346	49164
1087	18365	49153
1088	18383	49141
1089	18402	49129
1090	18418	49111
1091	18436	49095
1092	18453	49079
1093	18469	49061
1094	18486	49044
1095	18502	49023
1096	18516	49000
1097	18533	48983
1098	18551	48970
1099	18569	48956
1100	18585	48937
1101	18602	48920
1102	18619	48902
1103	18635	48885
1104	18649	48859
1105	18665	48841
1106	18679	48815
1107	18695	48797
1108	18711	48778
1109	18726	48757
1110	18744	48741
1111	18759	48721
1112	18775	48702
1113	18793	48686
1114	18809	48667
1115	18826	48650
1116	18842	48631
1117	18857	48611
1118	18871	48586
1119	18887	48567
1120	18904	48551
1121	18920	48531
1122	18944	48534
1123	18985	48577
1124	18999	48553
1125	19016	48538
1126	19032	48519
1127	19050	48503
1128	19067	48488
1129	19085	48472
1130	19099	48448
1131	19115	48431
1132	19132	48414
1133	19149	48397
1134	19166	48379
1135	19182	48361
1136	19198	48343
1137	19215	48326
1138	19231	48307
1139	19246	48284
1140	19262	48266
1141	19279	48249
1142	19298	48237
1143	19314	48218
1144	19332	48205
1145	19351	48193
1146	19387	48224
1147	19437	48289
1148	19469	48309
1149	19490	48303
1150	19512	48298
1151	19533	48291
1152	19554	48283
1153	19574	48275
1154	19594	48265
1155	19612	48252
1156	19628	48230
1157	19643	48210
1158	19659	48191
1159	19676	48174
1160	19693	48157
1161	19709	48138
1162	19726	48119
1163	19740	48096
1164	19757	48078
1165	19773	48060
1166	19790	48043
1167	19809	48032
1168	19829	48020
1169	19848	48010
1170	19868	47998
1171	19885	47982
1172	19904	47969
1173	19929	47972
1174	19953	47973
1175	19995	48016
1176	20022	48024
1177	20043	48016
1178	20061	48000
1179	20080	47987
1180	20100	47978
1181	20121	47970
1182	20141	47962
1183	20161	47951
1184	20182	47943
1185	20202	47934
1186	20221	47922
1187	20239	47907
1188	20255	47887
1189	20273	47871
1190	20291	47858
1191	20309	47844
1192	20327	47828
1193	20344	47811
1194	20361	47793
1195	20378	47776
1196	20393	47756
1197	20410	47737
1198	20439	47748
1199	20461	47744
1200	20479	47727
1201	20495	47708
1202	20511	47690
1203	20528	47673
1204	20544	47653
1205	20562	47637
1206	20577	47616
1207	20594	47598
1208	20610	47579
1209	20626	47560
1210	20643	47543
1211	20659	47524
1212	20677	47508
1213	20696	47495
1214	20714	47481
1215	20733	47469
1216	20751	47453
1217	20770	47441
1218	20790	47430
1219	20810	47421
1220	20831	47412
1221	20853	47406
1222	20871	47392
1223	20889	47377
1224	20905	47356
1225	20921	47337
1226	20937	47317
1227	20953	47299
1228	20970	47280
1229	20986	47261
1230	21011	47262
1231	21049	47294
1232	21069	47281
1233	21087	47268
1234	21106	47255
1235	21125	47241
1236	21145	47231
1237	21162	47213
1238	21182	47202
1239	21199	47186
1240	21217	47170
1241	21234	47154
1242	21252	47139
1243	21270	47123
1244	21287	47106
1245	21309	47099
1246	21329	47089
1247	21351	47083
1248	21371	47072
1249	21387	47053
1250	21405	47037
1251	21425	47025
1252	21442	47010
1253	21460	46993
1254	21483	46989
1255	21503	46978
1256	21526	46975
1257	21550	46973
1258	21572	46965
1259	21597	46966
1260	21620	46962
1261	21640	46950
1262	21663	46945
1263	21685	46940
1264	21712	46942
1265	21739	46947
1266	21764	46947
1267	21785	46938
1268	21804	46925
1269	21823	46912
1270	21844	46902
1271	21861	46884
1272	21882	46875
1273	21899	46858
1274	21919	46847
1275	21940	46838
1276	21960	46826
1277	21980	46815
1278	21999	46802
1279	22016	46786
1280	22058	46820
1281	22084	46821
1282	22104	46809
1283	22122	46794
1284	22142	46784
1285	22163	46774
1286	22182	46760
1287	22201	46747
1288	22220	46733
1289	22239	46719
1290	22257	46705
1291	22277	46692
1292	22296	46678
1293	22314	46663
1294	22332	46649
1295	22352	46636
1296	22368	46617
1297	22387	46602
1298	22403	46584
1299	22423	46572
1300	22442	46557
1301	22461	46543
1302	22481	46532
1303	22500	46518
1304	22518	46503
1305	22536	46487
1306	22553	46469
1307	22570	46452
1308	22586	46432
1309	22603	46414
1310	22620	46396
1311	22636	46378
1312	22652	46357
1313	22668	46336
1314	22687	46324
1315	22707	46312
1316	22726	46297
1317	22746	46287
1318	22766	46274
1319	22788	46267
1320	22809	46258
1321	22829	46246
1322	22851	46238
1323	22871	46225
1324	22890	46212
1325	22907	46195
1326	22928	46185
1327	22947	46171
1328	22968	46161
1329	22996	46166
1330	23016	46153
1331	23034	46137
1332	23053	46124
1333	23093	46151
1334	23118	46150
1335	23141	46144
1336	23164	46137
1337	23184	46126
1338	23207	46119
1339	23229	46112
1340	23252	46105
1341	23274	46098
1342	23296	46089
1343	23317	46080
1344	23339	46071
1345	23357	46055
1346	23375	46038
1347	23395	46028
1348	23418	46020
1349	23440	46011
1350	23461	46002
1351	23482	45992
1352	23504	45984
1353	23536	45995
1354	23557	45984
1355	23577	45972
1356	23598	45961
1357	23616	45946
1358	23634	45930
1359	23655	45919
1360	23673	45902
1361	23688	45881
1362	23706	45865
1363	23723	45847
1364	23746	45839
1365	23766	45828
1366	23784	45812
1367	23805	45801
1368	23825	45789
1369	23845	45776
1370	23867	45767
1371	23889	45758
1372	23910	45748
1373	23932	45739
1374	23952	45727
1375	23973	45716
1376	23992	45702
1377	24012	45690
1378	24030	45672
1379	24049	45658
1380	24067	45642
1381	24083	45623
1382	24120	45642
1383	24142	45633
1384	24158	45612
1385	24174	45592
1386	24190	45573
1387	24207	45554
1388	24223	45534
1389	24240	45515
1390	24257	45497
1391	24273	45478
1392	24289	45457
1393	24304	45435
1394	24320	45416
1395	24336	45395
1396	24351	45373
1397	24368	45354
1398	24385	45336
1399	24401	45317
1400	24416	45295
1401	24431	45274
1402	24445	45249
1403	24461	45229
1404	24477	45209
1405	24494	45190
1406	24509	45168
1407	24527	45152
1408	24545	45136
1409	24560	45115
1410	24577	45096
1411	24594	45077
1412	24608	45054
1413	24625	45035
1414	24642	45018
1415	24659	45000
1416	24676	44982
1417	24692	44962
1418	24710	44945
1419	24727	44926
1420	24743	44906
1421	24759	44887
1422	24774	44866
1423	24790	44845
1424	24806	44826
1425	24823	44807
1426	24840	44789
1427	24857	44771
1428	24874	44753
1429	24890	44733
1430	24907	44714
1431	24924	44696
1432	24939	44675
1433	24955	44655
1434	24972	44637
1435	24989	44618
1436	25004	44597
1437	25021	44579
1438	25036	44558
1439	25053	44539
1440	25070	44521
1441	25087	44503
1442	25103	44484
1443	25120	44466
1444	25167	44500
1445	25183	44480
1446	25200	44461
1447	25216	44442
1448	25230	44419
1449	25246	44399
1450	25262	44379
1451	25278	44359
1452	25294	44340
1453	25311	44321
1454	25327	44301
1455	25344	44283
1456	25360	44263
1457	25376	44244
1458	25393	44225
1459	25411	44208
1460	25427	44189
1461	25444	44171
1462	25461	44152
1463	25476	44131
1464	25493	44112
1465	25509	44092
1466	25524	44072
1467	25541	44054
1468	25558	44035
1469	25575	44018
1470	25592	43999
1471	25608	43978
1472	25623	43958
1473	25642	43944
1474	25656	43921
1475	25673	43901
1476	25688	43880
1477	25704	43861
1478	25720	43842
1479	25736	43821
1480	25752	43801
1481	25768	43782
1482	25784	43761
1483	25800	43743
1484	25814	43720
1485	25831	43701
1486	25847	43682
1487	25863	43662
1488	25880	43644
1489	25894	43620
1490	25910	43601
1491	25926	43581
1492	25942	43561
1493	25958	43542
1494	25973	43520
1495	25989	43500
1496	26005	43482
1497	26022	43463
1498	26037	43442
1499	26054	43423
1500	26071	43405
1501	26088	43388
1502	26105	43369
1503	26121	43350
1504	26139	43334
1505	26168	43336
1506	26240	43409
1507	26257	43391
1508	26274	43372
1509	26290	43353
1510	26307	43334
1511	26323	43314
1512	26338	43293
1513	26353	43272
1514	26369	43252
1515	26385	43232
1516	26401	43213
1517	26417	43193
1518	26433	43173
1519	26449	43153
1520	26463	43132
1521	26479	43111
1522	26494	43090
1523	26509	43069
1524	26527	43052
1525	26544	43035
1526	26560	43015
1527	26577	42997
1528	26593	42976
1529	26610	42959
1530	26627	42940
1531	26643	42921
1532	26659	42902
1533	26676	42883
1534	26691	42863
1535	26712	42851
1536	26734	42840
1537	26750	42821
1538	26767	42803
1539	26783	42784
1540	26802	42769
1541	26825	42760
1542	26842	42743
1543	26860	42725
1544	26876	42706
1545	26893	42688
1546	26909	42669
1547	26928	42653
1548	26945	42635
1549	26961	42616
1550	26978	42598
1551	26994	42579
1552	27011	42560
1553	27027	42541
1554	27043	42522
1555	27060	42503
1556	27075	42483
1557	27092	42465
1558	27108	42445
1559	27125	42426
1560	27142	42409
1561	27159	42391
1562	27177	42374
1563	27216	42390
1564	27238	42380
1565	27256	42364
1566	27275	42349
1567	27290	42327
1568	27306	42308
1569	27325	42293
