iter	Logloss
0	0.6466050623
1	0.6024363907
2	0.5607121276
3	0.5255021776
4	0.4902541174
5	0.4624125958
6	0.4346472355
7	0.4169762012
8	0.3987042978
9	0.3796729082
10	0.3647152601
11	0.3470146222
12	0.3343402833
13	0.3219217946
14	0.3106676977
15	0.3013776865
16	0.2927581362
17	0.2828283688
18	0.2737806746
19	0.2672702589
20	0.2606514147
21	0.2548519222
22	0.2480441162
23	0.2425629981
24	0.2379669875
25	0.2334456826
26	0.2283983129
27	0.2237491193
28	0.2206686924
29	0.2176121658
30	0.2146286128
31	0.2104554244
32	0.2067903214
33	0.2035577931
34	0.2013460284
35	0.1984701777
36	0.1961621195
37	0.1935210846
38	0.1915181608
39	0.1898859699
40	0.1878089153
41	0.185828511
42	0.1841981797
43	0.1824535052
44	0.1808077677
45	0.179369105
46	0.1781199805
47	0.1764392858
48	0.1752771076
49	0.1740143015
50	0.1726050885
51	0.1703973394
52	0.1692486796
53	0.1681147081
54	0.1671691746
55	0.1653337098
56	0.1638609702
57	0.1629591922
58	0.1614725467
59	0.1603952455
60	0.1595737795
61	0.1587424559
62	0.1578982787
63	0.1569504791
64	0.1561460573
65	0.1553541668
66	0.1542110209
67	0.1532914178
68	0.1526615099
69	0.1519013025
70	0.1511380199
71	0.1502610017
72	0.149058499
73	0.1484918513
74	0.1475237738
75	0.1470356687
76	0.1463963664
77	0.1459861431
78	0.1454504843
79	0.1450408251
80	0.1444645331
81	0.1439616094
82	0.1433455428
83	0.1428143912
84	0.142480958
85	0.1419467721
86	0.141483442
87	0.1408242663
88	0.140411761
89	0.1399608254
90	0.1396203883
91	0.1393106852
92	0.1389513992
93	0.1385594
94	0.1377287467
95	0.1374279444
96	0.1371864875
97	0.1366759626
98	0.1362374771
99	0.135466583
100	0.1350099484
101	0.1345919388
102	0.1343501845
103	0.1338461619
104	0.1336360529
105	0.1331656496
106	0.1328387813
107	0.1326011258
108	0.1320048457
109	0.1316061152
110	0.131336858
111	0.1309461453
112	0.1304584434
113	0.1300830969
114	0.1295244489
