iter	Logloss
0	0.6425865643
1	0.5964209938
2	0.5610941031
3	0.5254966471
4	0.4924135193
5	0.4639005022
6	0.4381778878
7	0.4145376828
8	0.3986392227
9	0.383201412
10	0.3679043711
11	0.3541592392
12	0.3376167897
13	0.3240448101
14	0.3121905923
15	0.3025460756
16	0.2912482713
17	0.2824289082
18	0.274038133
19	0.2665206135
20	0.2595136311
21	0.2538280556
22	0.2478779773
23	0.2430137992
24	0.2379066175
25	0.2323139892
26	0.2277669686
27	0.2241322565
28	0.2206690961
29	0.2165050272
30	0.2129624257
31	0.2093660573
32	0.2067078409
33	0.2035277473
34	0.2007795011
35	0.1984453654
36	0.1959573315
37	0.1935680557
38	0.1913832506
39	0.1895722459
40	0.1876153733
41	0.185559382
42	0.1836613733
43	0.1819422775
44	0.180456326
45	0.1788141671
46	0.1775646171
47	0.1763053494
48	0.1747015597
49	0.1733567853
50	0.1721913309
51	0.1708876703
52	0.1696864131
53	0.1681761722
54	0.1669209728
55	0.1662782359
56	0.1648762554
57	0.1637886126
58	0.1621288219
59	0.1608795833
60	0.1600067864
61	0.1591135499
62	0.1580213433
63	0.157150197
64	0.1564517683
65	0.1558314673
66	0.1550545491
67	0.153872224
68	0.1533271896
69	0.1525118124
70	0.1518941971
71	0.1513802392
72	0.1508904001
73	0.1501403164
74	0.1495096884
75	0.1489197286
76	0.1483615028
77	0.1476623946
78	0.1471381554
79	0.1465120196
80	0.1458205618
81	0.1454317386
82	0.1448102382
83	0.1442464185
84	0.1438208
85	0.1435784605
86	0.1430175311
87	0.1425669872
88	0.1417813535
89	0.1415119493
90	0.1411192608
91	0.1405067849
92	0.1399886427
93	0.1394797475
94	0.1390182378
95	0.138540178
96	0.13806824
97	0.1376771361
98	0.1373436993
99	0.1369352388
100	0.1362158826
101	0.1359532273
102	0.1355894652
103	0.1351638337
104	0.1349045632
105	0.1346352632
106	0.1342913325
107	0.1338621785
108	0.1336415971
109	0.1332905118
110	0.1328327423
111	0.1324107903
112	0.1320989239
113	0.1316936137
114	0.1313318297
115	0.1311275657
116	0.1308970329
117	0.1306427108
118	0.1304359057
119	0.1301321304
120	0.1296964023
121	0.1294651323
122	0.1291209731
123	0.1289430192
124	0.128773167
125	0.1285109903
126	0.1282037529
127	0.1280144188
128	0.12776652
129	0.127525688
130	0.1273191251
131	0.1270864246
132	0.1267531519
133	0.1262800518
134	0.1260889331
135	0.1259278543
136	0.1256660078
137	0.1255309227
138	0.1253479967
139	0.1251057028
140	0.124971143
141	0.1247837976
142	0.124608713
143	0.124502073
144	0.1243478536
145	0.1241457083
146	0.1240010265
147	0.1238494401
148	0.1237211333
149	0.1235735325
150	0.1234414444
151	0.1230999852
152	0.1228832534
153	0.1227488316
154	0.1224835428
155	0.122342542
156	0.1221380648
157	0.1218629554
158	0.121640748
159	0.1215147947
160	0.1213572413
161	0.121188237
162	0.121052152
163	0.1209051522
164	0.1207777349
165	0.1205770099
166	0.1203716828
167	0.1202293048
168	0.1200720823
169	0.1199433987
170	0.1198162227
171	0.1196752999
172	0.1193594563
173	0.1191747265
174	0.119112577
175	0.1189975648
176	0.1188027619
177	0.1186812605
178	0.1185643094
179	0.1184917759
180	0.1184079833
181	0.1182371068
182	0.118148851
183	0.1180661273
184	0.1179144023
185	0.1176843161
186	0.1176065026
187	0.1174907251
188	0.11736699
189	0.1172629839
190	0.117127013
191	0.1170177425
192	0.1168970345
193	0.1166922043
194	0.1166220754
195	0.1164026495
196	0.1162890278
197	0.1161521944
198	0.1160526728
199	0.1159071323
200	0.1157866169
201	0.1156687113
202	0.115598659
203	0.1155437063
204	0.1154556504
205	0.115329458
206	0.115165661
207	0.1150708171
208	0.1149778249
209	0.1148652585
210	0.1147188231
211	0.1146307832
212	0.1145344709
213	0.1144399778
214	0.1143630457
215	0.1142826269
216	0.1140994075
217	0.1140366701
218	0.1139073952
219	0.1138116002
220	0.113756755
221	0.1135951854
222	0.1133511353
223	0.1132750894
224	0.1131721617
225	0.1131069028
226	0.1130317439
227	0.1129740729
228	0.1128210173
229	0.1127328463
230	0.1126502024
231	0.1125663155
232	0.112479724
233	0.1124082736
234	0.1123228685
235	0.1122314099
236	0.1121827477
237	0.1120526226
238	0.1119743803
239	0.1118908626
240	0.1118272209
241	0.1117235764
242	0.1115982545
243	0.1115266537
244	0.111414069
245	0.1113015803
246	0.1112263517
247	0.1110888098
248	0.1110319908
249	0.1109715021
250	0.1108970388
251	0.1108237185
252	0.1107356536
253	0.110682404
254	0.1106449703
255	0.1105263408
256	0.1104741704
257	0.1103534932
258	0.110237059
259	0.1101618928
260	0.1101221167
261	0.1100818373
262	0.1100125088
263	0.1098959834
264	0.1098159969
265	0.1097504365
266	0.1096900899
267	0.109584922
268	0.1095505737
269	0.1094366639
270	0.1093744404
271	0.1093251482
272	0.1092846758
273	0.1091916294
274	0.1091480444
275	0.1090286007
276	0.1089324731
277	0.1088614013
278	0.1087626306
279	0.1086972622
280	0.1085890073
281	0.1085296443
282	0.1084273306
283	0.1083385271
284	0.1082805684
285	0.1081485744
286	0.1080901668
287	0.1080087178
288	0.1079521801
289	0.1079230485
290	0.1078227729
291	0.1077895063
292	0.1077167901
293	0.1076508351
294	0.1075288674
295	0.1074897883
296	0.1074653111
297	0.1073721644
298	0.1073196519
299	0.1072778476
300	0.1071886061
301	0.1070768141
302	0.1070130245
303	0.1068024034
304	0.1067351571
305	0.1066921268
306	0.1065751912
307	0.1064951562
308	0.1064100042
309	0.1063414516
310	0.1062971609
311	0.1062568447
312	0.1061857172
313	0.1061411934
314	0.1060851016
315	0.1060356816
316	0.1059879108
317	0.1059315574
318	0.1058787147
319	0.1058281441
320	0.1057539853
321	0.1056854858
322	0.1056517812
323	0.1056051779
324	0.1055634094
325	0.1054928694
326	0.1054604597
327	0.1054305463
328	0.1053831635
329	0.1053256624
330	0.1052778945
331	0.1052184791
332	0.1051595968
333	0.1050857386
334	0.1050608668
335	0.1050067335
336	0.1049642171
337	0.1049188142
338	0.1048837207
339	0.1048357613
340	0.1047924499
341	0.1046963397
342	0.1046662886
343	0.1046122986
344	0.1045688532
345	0.1044232487
346	0.1043771708
347	0.1043221861
348	0.1042812708
349	0.1042424373
350	0.1041825403
351	0.1041521037
352	0.1041252692
353	0.1040672905
354	0.1040372388
355	0.1039889982
356	0.1039001089
357	0.103859107
358	0.1038096806
359	0.1037720725
360	0.1037435331
361	0.1036239527
362	0.1035907572
363	0.103561061
364	0.1035271656
365	0.1034762761
366	0.1034270926
367	0.1033787521
368	0.1033136346
369	0.103271709
370	0.1032377795
371	0.1032102734
372	0.1031225527
373	0.1030626852
374	0.1030065805
375	0.1028823301
376	0.1028378721
377	0.1028188829
378	0.1027708283
379	0.1027371496
380	0.1026696156
381	0.1026490419
382	0.1025934897
383	0.1025546208
384	0.1025018353
385	0.102452862
386	0.1024171362
387	0.1023844066
388	0.1023088745
389	0.1022802451
390	0.1022572032
391	0.102195647
392	0.102164541
393	0.1021206263
394	0.1020742259
395	0.1020357611
396	0.1019869144
397	0.1019475596
398	0.1019055696
399	0.1018836833
400	0.1018450779
401	0.1018086697
402	0.1017356455
403	0.1016897682
404	0.1016561019
405	0.1015993754
406	0.1015688311
407	0.101531333
408	0.1015040196
409	0.1014598058
410	0.1014171162
411	0.1013852538
412	0.1013539003
413	0.1013182885
414	0.101302692
415	0.1012604205
416	0.1012077886
417	0.1011432332
418	0.1011007605
419	0.1010477593
420	0.1010179671
421	0.100982423
422	0.1009421199
423	0.1009192724
424	0.1008599555
425	0.1008256079
426	0.1007415178
427	0.1006981411
428	0.1006427446
429	0.1006053178
430	0.1005708889
431	0.1004816389
432	0.1004336967
433	0.1003848746
434	0.1003505949
435	0.1002916832
436	0.1002730795
437	0.1002270865
438	0.1002104645
439	0.1001620514
440	0.1001272283
441	0.1001061073
442	0.1000860438
443	0.1000270483
444	0.1000088382
445	0.09998506494
446	0.09993953911
447	0.09990700026
448	0.09986437043
449	0.0997755027
450	0.09975474638
451	0.0997160447
452	0.09964775983
453	0.09960455023
454	0.0995747538
455	0.09955784769
456	0.09952511022
457	0.0995072252
458	0.0994740846
459	0.09943247364
460	0.09934828869
461	0.09932255847
462	0.09930701678
463	0.09926630605
464	0.0992426482
465	0.09919395552
466	0.09917503758
467	0.09913960349
468	0.09906012294
469	0.09903196201
470	0.09898580508
471	0.09894614787
472	0.09886456688
473	0.09879205548
474	0.09875678737
475	0.09873659032
476	0.09869433555
477	0.09859717307
478	0.09852990346
479	0.09850334324
480	0.09846433506
481	0.09843723836
482	0.09836240692
483	0.09833074921
484	0.0983057595
485	0.09825999686
486	0.09823601765
487	0.09820155325
488	0.09817891985
489	0.09814471906
490	0.09807681641
491	0.09804688251
492	0.0980085829
493	0.0979655886
494	0.09792745874
495	0.0979177982
496	0.09789069703
497	0.09784832685
498	0.09781860027
499	0.09778596964
500	0.0977763164
501	0.09775429108
502	0.09771246299
503	0.09767549051
504	0.09764338702
505	0.09760854915
506	0.09759939316
507	0.09756137603
508	0.09753353324
509	0.0975253623
510	0.09747779107
511	0.09744351024
512	0.09742257696
513	0.09738411834
514	0.0973476138
515	0.09730789368
516	0.09728009146
517	0.09720442617
518	0.09717477445
519	0.09713939629
520	0.09711468651
521	0.09707983015
522	0.09707982003
523	0.09702121176
524	0.09698553611
525	0.09695810298
526	0.0969109591
527	0.09688072024
528	0.09684408913
529	0.09681862757
530	0.09681860392
531	0.09678168866
532	0.09675301102
533	0.09671952804
534	0.09670021973
535	0.09669995952
536	0.09663803702
537	0.09656652186
538	0.0965273477
539	0.09649834605
540	0.09645149747
541	0.09642095844
542	0.09638179086
543	0.09634134433
544	0.09631132094
545	0.09628329659
546	0.09624337216
547	0.0962138088
548	0.09618782389
549	0.09616444384
550	0.09613422992
551	0.09609429335
552	0.09605910822
553	0.0960376164
554	0.09603038662
555	0.095963098
556	0.09592068554
557	0.09588585996
558	0.09582353751
559	0.09578914077
560	0.09576150526
561	0.09574130331
562	0.0956914465
563	0.09566685064
564	0.09562343409
565	0.09559277759
566	0.09556557975
567	0.09553962719
568	0.09551911866
569	0.09548788065
570	0.09546513496
571	0.09543886368
572	0.09541530602
573	0.09538640057
574	0.09531255273
575	0.09526382894
576	0.09523952736
577	0.09521511802
578	0.09518890693
579	0.09515633295
580	0.09512782079
581	0.09509629236
582	0.095069271
583	0.09500774542
584	0.09499156546
585	0.09496236011
586	0.09493723814
587	0.09491391834
588	0.09489514685
589	0.09486700012
590	0.09484640451
591	0.09482425397
592	0.09479765173
593	0.09477066805
594	0.09474086368
595	0.09471820571
596	0.09467286982
597	0.09464739452
598	0.09462355728
599	0.09459656376
600	0.09457143799
601	0.094541008
602	0.09451723463
603	0.09445993883
604	0.09445967487
605	0.09443721869
606	0.09440684461
607	0.09439527294
608	0.09437068435
609	0.09433573139
610	0.09429728904
611	0.09428174542
612	0.0942404633
613	0.09421321011
614	0.0941951513
615	0.09417436211
616	0.09414308194
617	0.09411881186
618	0.09409562682
619	0.09406458685
620	0.0940460033
621	0.09402537586
622	0.09400315723
623	0.09397482834
624	0.09397460206
625	0.0939453391
626	0.09392653758
627	0.09388799756
628	0.09385507271
629	0.09382888526
630	0.09380440997
631	0.09377564785
632	0.09374062157
633	0.09371632624
634	0.09367605406
635	0.09365670032
636	0.09362877154
637	0.09361103096
638	0.09360519834
639	0.09356536428
640	0.09353234798
641	0.09350269129
642	0.09347122785
643	0.09344944482
644	0.09341552081
645	0.09337530331
646	0.09331441794
647	0.09328602505
648	0.0932702372
649	0.09324942783
650	0.09322499677
651	0.0931845949
652	0.09314890397
653	0.09312733033
654	0.09309405237
655	0.09306493639
656	0.0930647219
657	0.09304730296
658	0.09301087141
659	0.09297460933
660	0.09293575235
661	0.09291638057
662	0.09288272918
663	0.09285417038
664	0.09280186752
665	0.09277756039
666	0.0927591317
667	0.09275288677
